"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","ENERGY_SOURCE.ID","ENERGY_SOURCE","FREQUENCY.ID","FREQUENCY","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:RE(2.0.1)","KNA.EG_GWH.FOSSILFUELS.A","OBS_VALUE","KNA","St. Kitts and Nevis","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","222.081","230.251","241.541","223.884","218.082","225.011",""
"IMF.STA:RE(2.0.1)","VCT.EG_GWH.SOLARENERGY.A","OBS_VALUE","VCT","St. Vincent and the Grenadines","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","0.816","1.15","1.662","3.805","2.33","2.33",""
"IMF.STA:RE(2.0.1)","SGS.EG_GWH.HYDROPOWER.A","OBS_VALUE","SGS","South Georgia and the South Sandwich Islands","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0.485","0.695","0.751","0.751","0.751","0.751",""
"IMF.STA:RE(2.0.1)","CHE.EG_GWH.FOSSILFUELS.A","OBS_VALUE","CHE","Switzerland","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","759","644","636","639","537","417",""
"IMF.STA:RE(2.0.1)","SGS.EG_GWH.WINDENERGY.A","OBS_VALUE","SGS","South Georgia and the South Sandwich Islands","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","0.011","0.011","0.011","0.011","0.011","0.011",""
"IMF.STA:RE(2.0.1)","SWE.EG_GWH.SOLARENERGY.A","OBS_VALUE","SWE","Sweden","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","230","407","679","1051","1526","1998",""
"IMF.STA:RE(2.0.1)","SWE.EIC_MW.HYDROPOWER.A","OBS_VALUE","SWE","Sweden","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","16502","16431","16462","16406","16407","16399","16399"
"IMF.STA:RE(2.0.1)","LCA.EIC_MW.BIOENERGY.A","OBS_VALUE","LCA","St. Lucia","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","0.176","0.176","0.176","0.176","0.176","0.176","0.176"
"IMF.STA:RE(2.0.1)","SUR.EIC_MW.SOLARENERGY.A","OBS_VALUE","SUR","Suriname","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","7.632","8.264","8.264","8.92","8.92","11.52","11.52"
"IMF.STA:RE(2.0.1)","LKA.EG_GWH.BIOENERGY.A","OBS_VALUE","LKA","Sri Lanka","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","66.97","87.128","117.534","98.785","127.864","82.22",""
"IMF.STA:RE(2.0.1)","G603.EG_GWH.FOSSILFUELS.A","OBS_VALUE","G603","Sub-Saharan Africa (SSA)","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","289766.5889","292411.36","292925.8286","284041.7646","285311.955","304974.335","0"
"IMF.STA:RE(2.0.1)","SWE.EIC_MW.SOLARENERGY.A","OBS_VALUE","SWE","Sweden","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","244","428","714","1107","1606","2388","3488"
"IMF.STA:RE(2.0.1)","ZAF.EIC_MW.FOSSILFUELS.A","OBS_VALUE","ZAF","South Africa","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","42232","43611","43609","45902.4","47458.4","47458.4","47044.4"
"IMF.STA:RE(2.0.1)","SWE.EG_GWH.BIOENERGY.A","OBS_VALUE","SWE","Sweden","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","12076","11913","13036","11177","13082","13105",""
"IMF.STA:RE(2.0.1)","LKA.EIC_MW.HYDROPOWER.A","OBS_VALUE","LKA","Sri Lanka","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","1745.276","1796.83","1813.446","1797.446","1801.446","1831.446","1843.146"
"IMF.STA:RE(2.0.1)","SUR.EG_GWH.BIOENERGY.A","OBS_VALUE","SUR","Suriname","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","6","6","6","6","6","6",""
"IMF.STA:RE(2.0.1)","ESP.EG_GWH.HYDROPOWER.A","OBS_VALUE","ESP","Spain","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","18322","34334","24646","30507","29626","17590",""
"IMF.STA:RE(2.0.1)","ESP.EIC_MW.FOSSILFUELS.A","OBS_VALUE","ESP","Spain","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","45240.357","44833.375","44414.41","40336.296","38316.721","38008.297","38001.297"
"IMF.STA:RE(2.0.1)","G603.EIC_MW.HYDROPOWER.A","OBS_VALUE","G603","Sub-Saharan Africa (SSA)","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","25205.911","26374.397","27079.701","27958.322","28518.432","30264.589","31269.249"
"IMF.STA:RE(2.0.1)","U035.EG_GWH.FOSSILFUELS.A","OBS_VALUE","U035","South-eastern Asia","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","754547.092","798301.161","867597.754","843675.981","846140.533","858118.766","0"
"IMF.STA:RE(2.0.1)","G603.EIC_MW.SOLARENERGY.A","OBS_VALUE","G603","Sub-Saharan Africa (SSA)","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","4222.182","5951.734","6380.289","7658.481","8461.905","9223.933","9493.004"
"IMF.STA:RE(2.0.1)","SSD.EIC_MW.SOLARENERGY.A","OBS_VALUE","SSD","South Sudan, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","0.25","0.737","0.803","1.805","2.967","2.967","15.967"
"IMF.STA:RE(2.0.1)","LCA.EG_GWH.FOSSILFUELS.A","OBS_VALUE","LCA","St. Lucia","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","398.955","399.228","407.921","371.599","390.218","409.405",""
"IMF.STA:RE(2.0.1)","LKA.EG_GWH.SOLARENERGY.A","OBS_VALUE","LKA","Sri Lanka","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","152.127","224.489","341.277","463.919","640.065","844.282",""
"IMF.STA:RE(2.0.1)","U034.EIC_MW.SOLARENERGY.A","OBS_VALUE","U034","Southern Asia","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","19555.651","29014.647","37088.746","41892.424","52766.322","66675.402","76849.179"
"IMF.STA:RE(2.0.1)","ESP.EG_GWH.WINDENERGY.A","OBS_VALUE","ESP","Spain","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","49127","50896","55647","56444","62061","62784",""
"IMF.STA:RE(2.0.1)","ARE.EG_GWH.WINDENERGY.A","OBS_VALUE","ARE","United Arab Emirates","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","","","","","0.045","0.045",""
"IMF.STA:RE(2.0.1)","VEN.EG_GWH.FOSSILFUELS.A","OBS_VALUE","VEN","Venezuela, República Bolivariana de","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","42130.3","28951.31","16841.36","15282.61","16883.99","19998.61",""
"IMF.STA:RE(2.0.1)","VUT.EIC_MW.BIOENERGY.A","OBS_VALUE","VUT","Vanuatu","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","2.7","2.7","2.7","2.7","2.7","2.7","2.7"
"IMF.STA:RE(2.0.1)","ARE.EG_GWH.SOLARENERGY.A","OBS_VALUE","ARE","United Arab Emirates","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","750.474","1203.915","3663.458","5193.435","6261.338","7753.357",""
"IMF.STA:RE(2.0.1)","WBG.EG_GWH.FOSSILFUELS.A","OBS_VALUE","WBG","West Bank and Gaza","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","500.852","360.427","691.279","661.556","692.522","714",""
"IMF.STA:RE(2.0.1)","TON.EG_GWH.WINDENERGY.A","OBS_VALUE","TON","Tonga","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","0.018","0.119","1.431","2.626","1.969","1.312",""
"IMF.STA:RE(2.0.1)","SYR.EG_GWH.FOSSILFUELS.A","OBS_VALUE","SYR","Syrian Arab Republic","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","20333","25760","26001.5","24959.69","16162","16162",""
"IMF.STA:RE(2.0.1)","TZA.EIC_MW.FOSSILFUELS.A","OBS_VALUE","TZA","Tanzania, United Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","1076.72","1317.676","1317.676","1317.676","1317.676","1317.676","1317.676"
"IMF.STA:RE(2.0.1)","TZA.EIC_MW.HYDROPOWER.A","OBS_VALUE","TZA","Tanzania, United Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","589.135","588.535","596.035","597.735","598.235","598.555","598.555"
"IMF.STA:RE(2.0.1)","TTO.EIC_MW.FOSSILFUELS.A","OBS_VALUE","TTO","Trinidad and Tobago","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","2031","2049","2019","2416.7","2031.75","2031.75","2031.75"
"IMF.STA:RE(2.0.1)","TKL.EIC_MW.WINDENERGY.A","OBS_VALUE","TKL","Tokelau","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","","","0.015","0.015","0.015","0.015","0.015"
"IMF.STA:RE(2.0.1)","UGA.EG_GWH.HYDROPOWER.A","OBS_VALUE","UGA","Uganda","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","3385.518","3582.658","3984.423","4005.636","4279.218","4847.958",""
"IMF.STA:RE(2.0.1)","TUR.EIC_MW.HYDROPOWER.A","OBS_VALUE","TUR","Türkiye, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","27273.1","28291.392","28503.008","30983.901","31492.578","31571.49","31779.49"
"IMF.STA:RE(2.0.1)","TJK.EIC_MW.FOSSILFUELS.A","OBS_VALUE","TJK","Tajikistan, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","718","718","718","718","718","718","718"
"IMF.STA:RE(2.0.1)","SYR.EIC_MW.SOLARENERGY.A","OBS_VALUE","SYR","Syrian Arab Republic","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","0.127","1.377","2.467","11.522","33","60","60"
"IMF.STA:RE(2.0.1)","UGA.EIC_MW.SOLARENERGY.A","OBS_VALUE","UGA","Uganda","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","44.161","67.391","77.683","88.43","90.472","94.632","94.792"
"IMF.STA:RE(2.0.1)","CHE.EIC_MW.SOLARENERGY.A","OBS_VALUE","CHE","Switzerland","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","1906","2173","2498","2973","3655","4339.92","5839.92"
"IMF.STA:RE(2.0.1)","TGO.EIC_MW.HYDROPOWER.A","OBS_VALUE","TGO","Togo","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","66.6","66.6","66.6","66.6","66.6","66.6","66.6"
"IMF.STA:RE(2.0.1)","THA.EG_GWH.FOSSILFUELS.A","OBS_VALUE","THA","Thailand","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","157106.912","152238.799","158790.643","151403.882","149893.856","151891.176",""
"IMF.STA:RE(2.0.1)","CHE.EIC_MW.HYDROPOWER.A","OBS_VALUE","CHE","Switzerland","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","14826","14980","15012","15032","15049","15065","15279"
"IMF.STA:RE(2.0.1)","UKR.EG_GWH.SOLARENERGY.A","OBS_VALUE","UKR","Ukraine","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","1183.166","1632.121","3674.807","7141.437","7141.437","6832.374",""
"IMF.STA:RE(2.0.1)","SYR.EG_GWH.HYDROPOWER.A","OBS_VALUE","SYR","Syrian Arab Republic","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","754","754","754","754","754","754",""
"IMF.STA:RE(2.0.1)","TON.EG_GWH.SOLARENERGY.A","OBS_VALUE","TON","Tonga","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","6.177","7.359","7.795","7.875","7.2","6.539",""
"IMF.STA:RE(2.0.1)","TUV.EIC_MW.SOLARENERGY.A","OBS_VALUE","TUV","Tuvalu","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","3.644","3.655","3.655","3.729","3.729","3.729","3.829"
"IMF.STA:RE(2.0.1)","TZA.EG_GWH.HYDROPOWER.A","OBS_VALUE","TZA","Tanzania, United Republic of","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","2430.097","2314.497","2560.964","3229.124","3230.995","3232.192",""
"IMF.STA:RE(2.0.1)","TWN.EG_GWH.BIOENERGY.A","OBS_VALUE","TWN","Taiwan Province of China","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","1858.2","1968.6","1987.249","1989.55","1998.049","1960.75",""
"IMF.STA:RE(2.0.1)","TLS.EG_GWH.BIOENERGY.A","OBS_VALUE","TLS","Timor-Leste, Democratic Republic of","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","0.055","0.055","0.055","0.055","0.055","0.055",""
"IMF.STA:RE(2.0.1)","UKR.EG_GWH.HYDROPOWER.A","OBS_VALUE","UKR","Ukraine","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","8945.5","10427.7","6508.3","5728.8","5728.8","8051",""
"IMF.STA:RE(2.0.1)","UGA.EG_GWH.FOSSILFUELS.A","OBS_VALUE","UGA","Uganda","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","242.002","234.729","105.802","58.14","104.954","15.294",""
"IMF.STA:RE(2.0.1)","TUN.EG_GWH.HYDROPOWER.A","OBS_VALUE","TUN","Tunisia","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","17","17","66","46","28.2","14.9",""
"IMF.STA:RE(2.0.1)","UGA.EIC_MW.BIOENERGY.A","OBS_VALUE","UGA","Uganda","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","76.4","96.2","96.2","96.2","96.2","96.2","96.2"
"IMF.STA:RE(2.0.1)","SYR.EIC_MW.FOSSILFUELS.A","OBS_VALUE","SYR","Syrian Arab Republic","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","8244.5","8567","8567","8625","8625","8625","8625"
"IMF.STA:RE(2.0.1)","TUN.EIC_MW.FOSSILFUELS.A","OBS_VALUE","TUN","Tunisia","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","5007","4774","5070","5622","5622","6072","6072"
"IMF.STA:RE(2.0.1)","TLS.EIC_MW.BIOENERGY.A","OBS_VALUE","TLS","Timor-Leste, Democratic Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","0.02","0.02","0.02","0.02","0.02","0.02","0.05"
"IMF.STA:RE(2.0.1)","TCA.EIC_MW.SOLARENERGY.A","OBS_VALUE","TCA","Turks and Caicos Islands","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","0.19","0.44","0.94","0.94","2.572","3.289","3.52"
"IMF.STA:RE(2.0.1)","UGA.EG_GWH.BIOENERGY.A","OBS_VALUE","UGA","Uganda","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","256.34","316.52","306.778","295.484","373.884","470.584",""
"IMF.STA:RE(2.0.1)","TON.EG_GWH.FOSSILFUELS.A","OBS_VALUE","TON","Tonga","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","60.282","61.304","63.344","64.182","67.475","69.943",""
"IMF.STA:RE(2.0.1)","THA.EG_GWH.BIOENERGY.A","OBS_VALUE","THA","Thailand","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","17818.541","20965.716","22995.256","21011.759","23259.28","23677.587",""
"IMF.STA:RE(2.0.1)","THA.EIC_MW.BIOENERGY.A","OBS_VALUE","THA","Thailand","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","3728.435","4037.09","4097.455","4241.46","4476.123","4602.999","4705.055"
"IMF.STA:RE(2.0.1)","TUV.EG_GWH.SOLARENERGY.A","OBS_VALUE","TUV","Tuvalu","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","1.984","1.699","1.791","1.528","1.528","1.528",""
"IMF.STA:RE(2.0.1)","THA.EIC_MW.SOLARENERGY.A","OBS_VALUE","THA","Thailand","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","2702.26","2967.44","2987.62","2984.24","3065.288","3185.16","3186.19"
"IMF.STA:RE(2.0.1)","UGA.EIC_MW.HYDROPOWER.A","OBS_VALUE","UGA","Uganda","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","706.906","744.146","1004.406","1010.906","1010.906","1032.706","1032.706"
"IMF.STA:RE(2.0.1)","TTO.EG_GWH.FOSSILFUELS.A","OBS_VALUE","TTO","Trinidad and Tobago","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","9886.623","9181.911","9145.617","9192.668","9223.115","9453.689",""
"IMF.STA:RE(2.0.1)","TJK.EG_GWH.FOSSILFUELS.A","OBS_VALUE","TJK","Tajikistan, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","1021","1348","1507.099","1507.099","1507.099","1540",""
"IMF.STA:RE(2.0.1)","TUN.EIC_MW.WINDENERGY.A","OBS_VALUE","TUN","Tunisia","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","240","245","245","245","245","245","245"
"IMF.STA:RE(2.0.1)","CHE.EIC_MW.BIOENERGY.A","OBS_VALUE","CHE","Switzerland","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","241.5","241.5","241","242","234","234","234"
"IMF.STA:RE(2.0.1)","TZA.EG_GWH.FOSSILFUELS.A","OBS_VALUE","TZA","Tanzania, United Republic of","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","4590.65472","4951.504906","5161.004906","4558.204906","5297.905","6699.105",""
"IMF.STA:RE(2.0.1)","UGA.EIC_MW.FOSSILFUELS.A","OBS_VALUE","UGA","Uganda","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","137.08","102.68","102.68","101.08","101.08","101.08","101.08"
"IMF.STA:RE(2.0.1)","TWN.EIC_MW.BIOENERGY.A","OBS_VALUE","TWN","Taiwan Province of China","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","394.58","396.594","392.561","399.805","407.848","408.45","397.924"
"IMF.STA:RE(2.0.1)","UKR.EIC_MW.FOSSILFUELS.A","OBS_VALUE","UKR","Ukraine","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","31492","29753","28535","28664","28664","28664","28664"
"IMF.STA:RE(2.0.1)","TZA.EG_GWH.BIOENERGY.A","OBS_VALUE","TZA","Tanzania, United Republic of","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","143.269","145.914","155.413","151.343","151.843","152.243",""
"IMF.STA:RE(2.0.1)","TON.EIC_MW.WINDENERGY.A","OBS_VALUE","TON","Tonga","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","0.022","0.022","1.397","1.397","1.397","1.397","1.397"
"IMF.STA:RE(2.0.1)","TZA.EIC_MW.BIOENERGY.A","OBS_VALUE","TZA","Tanzania, United Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","70.185","70.185","70.185","70.185","70.185","70.185","70.185"
"IMF.STA:RE(2.0.1)","TGO.EIC_MW.FOSSILFUELS.A","OBS_VALUE","TGO","Togo","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","172.33","172.33","172.33","172.33","219.33","219.33","219.33"
"IMF.STA:RE(2.0.1)","TKL.EG_GWH.SOLARENERGY.A","OBS_VALUE","TKL","Tokelau","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","1.655","1.655","1.655","1.655","1.655","1.655",""
"IMF.STA:RE(2.0.1)","TLS.EG_GWH.FOSSILFUELS.A","OBS_VALUE","TLS","Timor-Leste, Democratic Republic of","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","466.779","492.329","563.144","549.315","555.208","555.208",""
"IMF.STA:RE(2.0.1)","TWN.EIC_MW.FOSSILFUELS.A","OBS_VALUE","TWN","Taiwan Province of China","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","36281.416","39300.473","41866.083","41782.083","42301.761","42322.2","41584.715"
"IMF.STA:RE(2.0.1)","SYR.EG_GWH.BIOENERGY.A","OBS_VALUE","SYR","Syrian Arab Republic","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","33.479","33.479","33.479","33.479","33.479","33.479",""
"IMF.STA:RE(2.0.1)","SYR.EIC_MW.BIOENERGY.A","OBS_VALUE","SYR","Syrian Arab Republic","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","6.705","6.705","6.705","6.705","6.705","6.705","6.705"
"IMF.STA:RE(2.0.1)","THA.EG_GWH.HYDROPOWER.A","OBS_VALUE","THA","Thailand","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","4321.913","7267.576","5929.705","4169.352","4169.35","6340.456",""
"IMF.STA:RE(2.0.1)","TCA.EG_GWH.SOLARENERGY.A","OBS_VALUE","TCA","Turks and Caicos Islands","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","0.296","0.686","1.466","1.466","4.012","5.13",""
"IMF.STA:RE(2.0.1)","TON.EIC_MW.SOLARENERGY.A","OBS_VALUE","TON","Tonga","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","6.729","7.009","7.009","7.009","7.009","14.299","15.099"
